Category,Field,Number,Name,Field + Number, 
HST,HIST,3405,"A Maritime History of Early America, ca. 1450-1850",HIST 3405, 
HST,HIST,3430,History of the U.S. Civil War and Reconstruction,HIST 3430, 
HST,HIST,3452,The Myth of America,HIST 3452, 
HST,HIST,3519,History of State and Society in Modern Iran: Through Literature and Film,HIST 3519, 
HST,HIST,3525,Life and Death in China Under Mao,HIST 3525, 
HST,HIST,3542,The Ottoman Empire 1800-1922,HIST 3542, 
HST,HIST,3590,The Black Radical Tradition in the U.S.,HIST 3590, 
HST,HIST,3626,Revolution,HIST 3626, 
HST,HIST,3652,African Economic Development Histories,HIST 3652, 
HST,HIST,3662,"Women, War, and Peace in Europe, 1900-1950",HIST 3662, 
HST,HIST,3677,The Search for the Historical Muhammad,HIST 3677, 
HST,HIST,3802,Race and Ethnicity in the Ancient World,HIST 3802, 
HST,HIST,3837,WIM: The Cold War,HIST 3837, 
HST,HIST,3870,The History of Consumption: From Wedgwood to Wal-Mart,HIST 3870, 
HST,HIST,3950,Monsoon Kingdoms: Pre-Modern Southeast Asian History,HIST 3950, 
HST,HIST,3960,Transnational Local: Southeast Asian History from the Eighteenth Century,HIST 3960, 
HST,HIST,4000,Introduction to Historical Research,HIST 4000, 
HST,HIST,4030,History of the United States Senate,HIST 4030, 
HST,HIST,4041,Atlantic Commodities,HIST 4041, 
HST,HIST,4075,Fashion and Politics in Twentieth-Century China,HIST 4075, 
HST,HIST,4085,"Economic Globalization and Democratic Crisis, 1870-present",HIST 4085, 
HST,HIST,4127,The Body Politic in Asia,HIST 4127, 
HST,HIST,4155,Slavery and Gender in the Atlantic World,HIST 4155, 
HST,HIST,4156,African American Women's Intellectual History,HIST 4156, 
HST,HIST,4160,Gender and Sexuality in Southeast Asia,HIST 4160, 
HST,HIST,4168,Race and Asia in World History,HIST 4168, 
HST,HIST,4195,Identity Politics in the Ibero-Atlantic,HIST 4195, 
HST,HIST,4202,The Politics of Inequality: The History of the U.S. Welfare State,HIST 4202, 
HST,HIST,4203,Contesting Votes: Democracy and Citizenship Throughout U.S. History,HIST 4203, 
HST,HIST,4231,Gender and Technology in Historical Perspectives,HIST 4231, 
HST,HIST,4252,Migration and the Peopling of America: A Perennial Debate,HIST 4252, 
HST,HIST,4262,"Environmental Justice: Past, Present, Future",HIST 4262, 
HST,HIST,4291,Marriage and Divorce in the African Context,HIST 4291, 
HST,HIST,4318,"American Dream?: Journalism, Politics, and Identity in U.S. Immigration Policy",HIST 4318, 
HST,HIST,4336,"Food, Identity, and Politics in the United States",HIST 4336, 
HST,HIST,4337,"The 1980s: Politics, Culture, and Memory in the United States",HIST 4337, 
HST,HIST,4361,Unconventional and Hybrid Warfare in Ancient Greece and Rome,HIST 4361, 
HST,HIST,4485,"Annamese and Merovingians: Two Imperial Frontiers - Rome and Han-Tang China, 5th-8th Centuries",HIST 4485, 
HST,HIST,4520,Jewish Cities,HIST 4520, 
HST,HIST,4525,Historicizing Communism,HIST 4525, 
HST,HIST,4542,The Modern Middle East During the Long Nineteenth Century,HIST 4542, 
HST,HIST,4614,Seminar in Islamic History: The Beginnings of Islam: 600-750,HIST 4614, 
HST,HIST,4653,"Biography and the Black Atlantic, 1400-1800",HIST 4653, 
HST,HIST,4655,Revolution: An Intellectual History,HIST 4655, 
HST,HIST,4669,From Slavery to Mass Incarceration: A History of Policing in Black Communities,HIST 4669, 
HST,HIST,4672,Europe in Flames: World War II and its Aftermath,HIST 4672, 
HST,HIST,4716,Law and Empire in Early America,HIST 4716, 
HST,HIST,4723,"Scandal, Corruption, and the Making of the British Empire in India",HIST 4723, 
HST,HIST,4742,"Dying for God: Judaism, Christianity and the Meaning of Martyrdom",HIST 4742, 
HST,HIST,4751,"Science, Race, and Colonialism",HIST 4751, 
HST,HIST,4761,Anglo-Saxon England,HIST 4761, 
HST,HIST,4772,China Imagined: The Historical and Global Origins of the Chinese Nation,HIST 4772, 
HST,HIST,4773,Twice A Stranger: Transnational Figures and Their Stories,HIST 4773, 
HST,HIST,4851,Refugees,HIST 4851, 
HST,HIST,4900,"New World Encounters, 1500 - 1800",HIST 4900, 
HST,HIST,4922,Ocean: The Sea in Human History,HIST 4922, 
HST,HIST,4931,Vitality and Power in China,HIST 4931, 
HST,HIST,4945,The Birth of the Prison in Eighteenth Century Europe and America,HIST 4945, 
HST,HIST,4950,"Gender, Power, and Authority in England, 1600 to 1800",HIST 4950, 
HST,INFO,2921,Inventing an Information Society,INFO 2921, 
HST,ITAL,2350,The Medieval Book: Objects and Texts,ITAL 2350, 
HST,ITAL,3750,Pinocchio:Adventures in Literature and Film,ITAL 3750, 
HST,ITAL,4250,Introduction to Biopolitics,ITAL 4250, 
HST,ITAL,4520,Historicizing Communism,ITAL 4520, 
HST,JAPAN,4410,History of the Japanese Language,JAPAN 4410, 
HST,JWST,2155,The Invention of Religion,JWST 2155, 
HST,JWST,2159,The First Historians,JWST 2159, 
HST,JWST,2522,Drinking through the Ages: Intoxicating Beverages in Near Eastern and World History,JWST 2522, 
HST,JWST,2523,Islamophobia and Judeophobia,JWST 2523, 
HST,JWST,2599,"Medicine, Magic and Science in the Ancient Near East",JWST 2599, 
HST,JWST,2629,New Testament and Other Early Christian Literatures,JWST 2629, 
HST,JWST,2644,Introduction to Judaism,JWST 2644, 
HST,JWST,2676,"Holy War, Crusade, and Jihad from Antiquity to Present",JWST 2676, 
HST,JWST,2686,The U.S. and the Middle East,JWST 2686, 
HST,JWST,2720,The World of Italian Jewry,JWST 2720, 
HST,JWST,2852,Judaism and the Origins of Christianity,JWST 2852, 
HST,JWST,2853,The Law in Jewish History,JWST 2853, 
HST,JWST,2920,Jewish Modernity,JWST 2920, 
HST,JWST,3432,"Hasidism: History, Community, Thought",JWST 3432, 
HST,JWST,3530,A Mediterranean Society and Its Culture,JWST 3530, 
HST,JWST,3588,Archaeology and Biblical History,JWST 3588, 
HST,JWST,3639,Cultural History of the Jews of Spain,JWST 3639, 
HST,JWST,3697,History of the Israeli-Palestinian Conflict,JWST 3697, 
HST,JWST,3888,"Jews, Christians, and Others in Late Antiquity",JWST 3888, 
HST,JWST,4180,The Imaginary Jew: Roots of Antisemitism in Medieval England,JWST 4180, 
HST,JWST,4195,Identity Politics in the Ibero-Atlantic,JWST 4195, 
HST,JWST,4310,Methods in Medieval,JWST 4310, 
HST,JWST,4520,Jewish Cities,JWST 4520, 
HST,JWST,4533,The Lower East Side: Jews and the Immigrant City,JWST 4533, 
HST,JWST,4550,Archaeology of the Phoenicians,JWST 4550, 
HST,JWST,4626,Reinventing Biblical Narrative,JWST 4626, 
HST,JWST,4628,Gnosticism and Early Christianity,JWST 4628, 
HST,JWST,4644,Globalism and Collapse in the Late Bronze Age World,JWST 4644, 
HST,JWST,4742,"Dying for God: Judaism, Christianity and the Meaning of Martyrdom",JWST 4742, 
HST,JWST,4913,Walter Benjamin,JWST 4913, 
HST,LATA,1802,Introduction to Latinos in U.S. History,LATA 1802, 
HST,LATA,1950,The Invention of the Americas,LATA 1950, 
HST,LATA,1951,Foreign Policy as Subversion,LATA 1951, 
HST,LATA,1960,Modern Latin America,LATA 1960, 
HST,LATA,1970,"Pirates, Slaves, and Revolutionaries: A History of the Caribbean from Columbus to Louverture",LATA 1970, 
HST,LATA,2091,"A History of Human Trafficking in the Atlantic World, ca. 1400-1800",LATA 2091, 
HST,LATA,2170,Early Modern Iberian Survey,LATA 2170, 
HST,LATA,2307,Histories of the African Diaspora,LATA 2307, 
HST,LATA,2308,Modern Caribbean History,LATA 2308, 
HST,LATA,2381,"Corruption, Collusion, and Commerce in Early America and the Caribbean",LATA 2381, 
HST,LATA,2715,"A Global South: Chile, the Pacific and the World",LATA 2715, 
HST,LATA,2755,Race and Slavery in the Early Atlantic World,LATA 2755, 
HST,LATA,3015,Sweetness: How Sugar Built the Modern World,LATA 3015, 
HST,LATA,3060,Modern Mexico: A Global History,LATA 3060, 
HST,LATA,3065,Immigrant America: Race and Citizenship in Modern Working-Class History,LATA 3065, 
HST,LATA,3405,"A Maritime History of Early America, ca. 1450-1850",LATA 3405, 
HST,LATA,3550,Ancient Mexico and Central America,LATA 3550, 
HST,LATA,4215,Maya History,LATA 4215, 
HST,LGBT,1940,A Global History of Love,LGBT 1940, 
HST,LGBT,2335,Making Public Queer History,LGBT 2335, 
HST,LGBT,2722,LGBTQ History in the United States,LGBT 2722, 
HST,LGBT,4160,Gender and Sexuality in Southeast Asia,LGBT 4160, 
HST,LING,1109,English Words: Histories and Mysteries,LING 1109, 
HST,LING,2212,Hieroglyphs to HTML: History of Writing,LING 2212, 
HST,LING,2261,Introduction to Indo-European Linguistics,LING 2261, 
HST,LING,3314,Introduction to Historical Linguistics,LING 3314, 
HST,LING,3321,History of Romance Languages I,LING 3321, 
HST,LING,3322,History of Romance Languages II,LING 3322, 
HST,LING,4411,History of the Japanese Language,LING 4411, 
HST,LING,4457,Homeric Language,LING 4457, 
HST,LSP,1802,Introduction to Latinos in U.S. History,LSP 1802, 
HST,LSP,1820,"U.S. Borders, North and South",LSP 1820, 
HST,LSP,2251,U.S. Immigration Narratives,LSP 2251, 
HST,LSP,3061,Modern Mexico: A Global History,LSP 3061, 
HST,LSP,3065,Immigrant America: Race and Citizenship in Modern Working-Class History,LSP 3065, 
HST,LSP,3777,The United States,LSP 3777, 
HST,LSP,4556,Decolonial Poetics and Aesthetics: Arts of Resistance in the Americas,LSP 4556, 
HST,LSP,4851,Refugees,LSP 4851, 
HST,MEDVL,1660,The Vikings and their World,MEDVL 1660, 
HST,MEDVL,1740,Imperial China,MEDVL 1740, 
HST,MEDVL,2082,Of Ice and Men: Masculinities in the Medieval North,MEDVL 2082, 
HST,MEDVL,2100,Medieval Romance: Voyages to the Otherworld,MEDVL 2100, 
HST,MEDVL,2130,Cultures of the Middle Ages,MEDVL 2130, 
HST,MEDVL,2170,Early Modern Iberian Survey,MEDVL 2170, 
HST,MEDVL,2350,The Medieval Book: Objects and Texts,MEDVL 2350, 
HST,MEDVL,2355,Introduction to Medieval Art and Culture,MEDVL 2355, 
HST,MEDVL,2590,The Crusades,MEDVL 2590, 
HST,MEDVL,2655,Introduction to Islamic Civilization,MEDVL 2655, 
HST,MEDVL,2676,"Holy War, Crusade, and Jihad from Antiquity to Present",MEDVL 2676, 
HST,MEDVL,2695,Introduction to Christian History,MEDVL 2695, 
HST,MEDVL,2722,"Of Saints, Poets, and Revolutionaries: Medieval and Modern Iran and Central Asia",MEDVL 2722, 
HST,MEDVL,3120,Beowulf,MEDVL 3120, 
HST,MEDVL,3190,Chaucer,MEDVL 3190, 
HST,MEDVL,3200,The Viking Age,MEDVL 3200, 
HST,MEDVL,3255,The Byzantine Empire: Culture and Society,MEDVL 3255, 
HST,MEDVL,3530,A Mediterranean Society and Its Culture,MEDVL 3530, 
HST,MEDVL,3639,Cultural History of the Jews of Spain,MEDVL 3639, 
HST,MEDVL,3677,The Search for the Historical Muhammad,MEDVL 3677, 
HST,MEDVL,3750,Introduction to Dendrochronology,MEDVL 3750, 
HST,MEDVL,4145,Race and Gender in the Middle Ages,MEDVL 4145, 
HST,MEDVL,4180,The Imaginary Jew: Roots of Antisemitism in Medieval England,MEDVL 4180, 
HST,MEDVL,4285,Old French,MEDVL 4285, 
HST,MEDVL,4295,Premodern Literature and Media,MEDVL 4295, 
HST,MEDVL,4310,Methods in Medieval,MEDVL 4310, 
HST,MEDVL,4420,Tang Poetry: Themes and Contexts,MEDVL 4420, 
HST,MEDVL,4471,Premodern-Postmodern,MEDVL 4471, 
HST,MEDVL,4557,Desert Monasticism,MEDVL 4557, 
HST,MEDVL,4618,Seminar in Islamic History: The Beginnings of Islam: 600-750,MEDVL 4618, 
HST,MEDVL,4626,Reinventing Biblical Narrative,MEDVL 4626, 
HST,MEDVL,4718,Data Corruption's Deep History,MEDVL 4718, 
HST,MEDVL,4754,Themes in Mediterranean Archaeology,MEDVL 4754, 
HST,MEDVL,4761,Anglo-Saxon England,MEDVL 4761, 
HST,MUSIC,1201,"European Music from the Middle Ages, Renaissance, and Baroque",MUSIC 1201, 
HST,MUSIC,1202,Classical Music from 1750 to the Present,MUSIC 1202, 
HST,MUSIC,2207,History of Western Music I,MUSIC 2207, 
HST,MUSIC,2208,History of Western Music II,MUSIC 2208, 
HST,MUSIC,2209,History of Western Music III: Postwar Music and Sound,MUSIC 2209, 
HST,MUSIC,2244,"The Music, Art, and Technology of the Organ",MUSIC 2244, 
HST,MUSIC,3302,Rhythm and Blues to Funk: Black Popular Music Before Hip Hop,MUSIC 3302, 
HST,MUSIC,4224,Mozart in Context,MUSIC 4224, 
HST,NES,1561,Introduction to the Ottoman Empire,NES 1561, 
HST,NES,1602,Great Discoveries in Greek and Roman Archaeology,NES 1602, 
HST,NES,1660,The Vikings and their World,NES 1660, 
HST,NES,2461,History of Minorities in Ottoman West Asia and North Africa,NES 2461, 
HST,NES,2522,Drinking through the Ages: Intoxicating Beverages in Near Eastern and World History,NES 2522, 
HST,NES,2523,Islamophobia and Judeophobia,NES 2523, 
HST,NES,2546,Magic and Witchcraft in the Greco-Roman World,NES 2546, 
HST,NES,2565,Global Heritage,NES 2565, 
HST,NES,2599,"Medicine, Magic and Science in the Ancient Near East",NES 2599, 
HST,NES,2610,Archaeology of the Ancient Near East,NES 2610, 
HST,NES,2619,History and Politics of the Modern and Contemporary Middle East,NES 2619, 
HST,NES,2620,Jewish Modernity,NES 2620, 
HST,NES,2629,New Testament and Other Early Christian Literatures,NES 2629, 
HST,NES,2644,Introduction to Judaism,NES 2644, 
HST,NES,2655,Introduction to Islamic Civilization,NES 2655, 
HST,NES,2661,Ancient Ships and Seafaring: Introduction to Nautical Archaeology,NES 2661, 
HST,NES,2668,Ancient Egyptian Civilization,NES 2668, 
HST,NES,2670,The History and Politics of Modern Egypt,NES 2670, 
HST,NES,2674,History of the Modern Middle East,NES 2674, 
HST,NES,2676,"Holy War, Crusade, and Jihad from Antiquity to Present",NES 2676, 
HST,NES,2686,The U.S. and the Middle East,NES 2686, 
HST,NES,2688,Cleopatra's Egypt: Tradition and Transformation,NES 2688, 
HST,NES,2695,Introduction to Christian History,NES 2695, 
HST,NES,2701,The Aegean and East Mediterranean Bronze Age c. 3000-1000 BCE,NES 2701, 
HST,NES,2722,"Of Saints, Poets, and Revolutionaries: Medieval and Modern Iran and Central Asia",NES 2722, 
HST,NES,2812,Hieroglyphs to HTML: History of Writing,NES 2812, 
HST,NES,3255,The Byzantine Empire: Culture and Society,NES 3255, 
HST,NES,3519,History of State and Society in Modern Iran: Through Literature and Film,NES 3519, 
HST,NES,3530,A Mediterranean Society and Its Culture,NES 3530, 
HST,NES,3542,The Ottoman Empire 1800-1922,NES 3542, 
HST,NES,3588,Archaeology and Biblical History,NES 3588, 
HST,NES,3639,Cultural History of the Jews of Spain,NES 3639, 
HST,NES,3677,The Search for the Historical Muhammad,NES 3677, 
HST,NES,3697,History of the Israeli-Palestinian Conflict,NES 3697, 
HST,NES,3802,Race and Ethnicity in the Ancient World,NES 3802, 
HST,NES,3887,Understanding Uprising: The Iranian Revolution,NES 3887, 
HST,NES,3888,"Jews, Christians, and Others in Late Antiquity",NES 3888, 
HST,NES,4337,Labor and Employment in the Middle East and North Africa,NES 4337, 
HST,NES,4354,Byzantine Archaeology,NES 4354, 
HST,NES,4520,Jewish Cities,NES 4520, 
HST,NES,4530,"The Caucasus: Captives, Cultures, Conflicts",NES 4530, 
HST,NES,4533,The Lower East Side: Jews and the Immigrant City,NES 4533, 
HST,NES,4537,Shi'ism: Poetics and Politics,NES 4537, 
HST,NES,4542,The Modern Middle East During the Long Nineteenth Century,NES 4542, 
HST,NES,4544,Ceramic Analysis for Archaeology,NES 4544, 
HST,NES,4550,Archaeology of the Phoenicians,NES 4550, 
HST,NES,4557,Desert Monasticism,NES 4557, 
HST,NES,4618,Seminar in Islamic History: The Beginnings of Islam: 600-750,NES 4618, 
HST,NES,4626,Reinventing Biblical Narrative,NES 4626, 
HST,NES,4628,Gnosticism and Early Christianity,NES 4628, 
HST,NES,4644,Globalism and Collapse in the Late Bronze Age World,NES 4644, 
HST,NES,4654,Themes in Mediterranean Archaeology,NES 4654, 
HST,NES,4670,Wealth and Power: Political Economy in Ancient Near Eastern States,NES 4670, 
HST,NES,4700,Methods in Medieval,NES 4700, 
HST,NES,4767,Natural History of Religion,NES 4767, 
HST,NES,4913,Walter Benjamin,NES 4913, 
HST,PHIL,2200,Greek and Roman Philosophy,PHIL 2200, 
HST,PHIL,2220,Modern Philosophy,PHIL 2220, 
HST,PHIL,2240,Nineteenth and Twentieth Century European Thought,PHIL 2240, 
HST,PHIL,2441,Ethics and Society: Aid and Its Consequences,PHIL 2441, 
HST,PHIL,3222,Early Modern Philosophy,PHIL 3222, 
HST,PHIL,3250,Nineteenth Century Philosophy,PHIL 3250, 
HST,PHIL,4200,Topics in Ancient Philosophy,PHIL 4200, 
HST,PHIL,4215,Topics in Medieval Philosophy,PHIL 4215, 
HST,PHIL,4240,Topics in German Philosophy,PHIL 4240, 
HST,PMA,2560,American Cinema,PMA 2560, 
HST,PMA,2660,Television,PMA 2660, 
HST,PMA,3514,Cinema of the Weimar Republic,PMA 3514, 
HST,PMA,3525,New German Cinema,PMA 3525, 
HST,PMA,3615,Costume Construction Studio,PMA 3615, 
HST,PMA,3616,The Body of Fashion: A Head-to-Toe Journey through the History of Western Dress,PMA 3616, 
HST,PMA,3757,American Drama and Theatre,PMA 3757, 
HST,PMA,3758,Contemporary American Theatre on Stage and Screen,PMA 3758, 
HST,PMA,4504,The City: Asia,PMA 4504, 
HST,RELST,2155,The Invention of Religion,RELST 2155, 
HST,RELST,2157,Tolstoy: History and Counter-Culture,RELST 2157, 
HST,RELST,2204,Introduction to Quranic Arabic,RELST 2204, 
HST,RELST,2208,The History of Religious Life in Imperial China,RELST 2208, 
HST,RELST,2209,Daoist Traditions,RELST 2209, 
HST,RELST,2248,Buddhists in the Indian Ocean Arena: Past and Present,RELST 2248, 
HST,RELST,2250,Introduction to Asian Religions,RELST 2250, 
HST,RELST,2279,Chinese Mythology,RELST 2279, 
HST,RELST,2299,Buddhism,RELST 2299, 
HST,RELST,2523,Islamophobia and Judeophobia,RELST 2523, 
HST,RELST,2599,"Medicine, Magic and Science in the Ancient Near East",RELST 2599, 
HST,RELST,2629,New Testament and Other Early Christian Literatures,RELST 2629, 
HST,RELST,2644,Introduction to Judaism,RELST 2644, 
HST,RELST,2655,Introduction to Islamic Civilization,RELST 2655, 
HST,RELST,2676,"Holy War, Crusade, and Jihad from Antiquity to Present",RELST 2676, 
HST,RELST,2695,Introduction to Christian History,RELST 2695, 
HST,RELST,2722,"Of Saints, Poets, and Revolutionaries: Medieval and Modern Iran and Central Asia",RELST 2722, 
HST,RELST,2852,Judaism and the Origins of Christianity,RELST 2852, 
HST,RELST,2853,The Law in Jewish History,RELST 2853, 
HST,RELST,2910,Jewish Modernity,RELST 2910, 
HST,RELST,3281,The Bible as Literature,RELST 3281, 
HST,RELST,3416,"Zen Buddhism: Ecology, Sustainability and Daily Life",RELST 3416, 
HST,RELST,3530,A Mediterranean Society and Its Culture,RELST 3530, 
HST,RELST,3588,Archaeology and Biblical History,RELST 3588, 
HST,RELST,3639,Cultural History of the Jews of Spain,RELST 3639, 
HST,RELST,3677,The Search for the Historical Muhammad,RELST 3677, 
HST,RELST,3738,Identity in the Ancient World,RELST 3738, 
HST,RELST,3887,Understanding Uprising: The Iranian Revolution,RELST 3887, 
HST,RELST,3888,"Jews, Christians, and Others in Late Antiquity",RELST 3888, 
HST,RELST,4310,Methods in Medieval,RELST 4310, 
HST,RELST,4449,"History, Theory, and Methods in the Academic Study of Religion",RELST 4449, 
HST,RELST,4462,"Religion, Colonialism, and Nationalism in South and Southeast Asia",RELST 4462, 
HST,RELST,4465,Buddhists and Muslims: Asian Interactions,RELST 4465, 
HST,RELST,4537,Shi'ism: Poetics and Politics,RELST 4537, 
HST,RELST,4557,Desert Monasticism,RELST 4557, 
HST,RELST,4618,Seminar in Islamic History: The Beginnings of Islam: 600-750,RELST 4618, 
HST,RELST,4626,Reinventing Biblical Narrative,RELST 4626, 
HST,RELST,4628,Gnosticism and Early Christianity,RELST 4628, 
HST,RELST,4742,"Dying for God: Judaism, Christianity and the Meaning of Martyrdom",RELST 4742, 
HST,RELST,4767,Natural History of Religion,RELST 4767, 
HST,RELST,4931,Vitality and Power in China,RELST 4931, 
HST,ROMS,2350,The Medieval Book: Objects and Texts,ROMS 2350, 
HST,ROMS,3010,Sweetness: How Sugar Built the Modern World,ROMS 3010, 
HST,ROMS,3210,History of Romance Languages I,ROMS 3210, 
HST,ROMS,3220,History of Romance Languages II,ROMS 3220, 
HST,ROMS,4260,Historicizing Communism,ROMS 4260, 
HST,ROMS,4370,The Holocaust and History Writing,ROMS 4370, 
HST,ROMS,4650,Revolution: An Intellectual History,ROMS 4650, 
HST,RUSSL,2157,Tolstoy: History and Counter-Culture,RUSSL 2157, 
HST,RUSSL,2158,St. Petersburg and the Making of Modern Russia,RUSSL 2158, 
